case_id,case_summary,created_at,channel,case_type,category,plan_tier,customer_tenure_months,priority
ND-2025-001634,excel export formatting is all over the place,2025-09-08 09:15:20+00:00,email,service_request,data_reporting,pro,13,Medium
ND-2025-001635,sso via okta is failing for all users,2025-09-08 10:50:40+00:00,phone,incident,access_permissions,enterprise,55,High
ND-2025-001636,configuring custom fiscal year on polaris,2025-09-08 12:30:55+00:00,webchat,service_request,how_to_training,standard,4,Medium
ND-2025-001637,inquiry about reseller partnership,2025-09-08 14:05:15+00:00,email,service_request,other,free,0,Low
ND-2025-001638,save button overlaps with cancel on widget edit screen,2025-09-09 08:55:30+00:00,in_app,incident,bug,pro,20,Medium
ND-2025-001639,data missing from q3 polaris report urgent,2025-09-09 10:20:45+00:00,email,service_request,data_reporting,enterprise,42,High
ND-2025-001640,is there a video tutorial for the shopify connector?,2025-09-09 11:45:10+00:00,webchat,service_request,how_to_training,free,1,Low
ND-2025-001641,getting random errors when saving changes to polaris board,2025-09-09 13:30:25+00:00,email,incident,performance_outage,standard,29,High
ND-2025-001642,salesforce sync keeps timing out,2025-09-09 15:10:50+00:00,phone,service_request,integrations,pro,14,Medium
ND-2025-001643,widget not displaying currency symbol,2025-09-10 09:05:05+00:00,email,service_request,data_reporting,standard,7,Medium
ND-2025-001644,need audit log for user activity last month,2025-09-10 10:45:20+00:00,in_app,service_request,account_admin,pro,5,Low
ND-2025-001645,mobile app crashes on launch ios,2025-09-10 12:15:35+00:00,webchat,incident,bug,enterprise,31,High
ND-2025-001646,permissions setting for polaris board not saving,2025-09-10 14:00:55+00:00,email,service_request,data_reporting,standard,17,Medium
ND-2025-001647,new to northstar need help setting up first connector,2025-09-11 08:30:15+00:00,email,service_request,how_to_training,free,2,Low
ND-2025-001648,want to downgrade from pro to standard,2025-09-11 10:10:40+00:00,webchat,service_request,billing_payments,pro,12,Medium
ND-2025-001649,pdf export cuts off the bottom of the polaris board,2025-09-11 11:55:00+00:00,in_app,service_request,data_reporting,standard,21,Medium
ND-2025-001650,mfa code not arriving for admin account,2025-09-11 13:40:25+00:00,phone,incident,security_privacy,enterprise,60,Urgent
ND-2025-001651,500 error when accessing the integrations page,2025-09-12 09:20:50+00:00,email,incident,bug,pro,10,High
ND-2025-001652,any examples of sales dashboards for polaris?,2025-09-12 11:05:10+00:00,webchat,service_request,how_to_training,standard,5,Low
ND-2025-001653,real-time widget is lagging by 20 mins,2025-09-12 12:45:35+00:00,in_app,service_request,data_reporting,enterprise,36,Medium
ND-2025-001654,need to change user role to editor,2025-09-12 14:30:55+00:00,email,service_request,access_permissions,pro,8,Low
ND-2025-001655,cannot change color on pie chart widget,2025-09-13 09:40:20+00:00,email,service_request,data_reporting,standard,15,Medium
ND-2025-001656,can you walk me through the polaris dashboard basics?,2025-09-13 11:25:45+00:00,webchat,service_request,how_to_training,free,3,Low
ND-2025-001657,screen freezes when dragging widgets,2025-09-14 10:15:10+00:00,email,incident,bug,enterprise,40,High
ND-2025-001658,looking for north star shipping,2025-09-14 13:00:30+00:00,phone,service_request,other,free,0,Low
ND-2025-001659,timezone setting on polaris board seems ignored,2025-09-15 08:50:55+00:00,email,service_request,data_reporting,pro,18,Medium
ND-2025-001660,troubleshooting steps for connector sync issues?,2025-09-15 10:35:15+00:00,webchat,service_request,how_to_training,standard,9,Medium
ND-2025-001661,polaris board keeps spinning and won't load,2025-09-15 12:20:40+00:00,in_app,incident,performance_outage,enterprise,55,Urgent
ND-2025-001662,missing data for september in sales widget,2025-09-15 14:10:05+00:00,email,service_request,data_reporting,standard,23,High
ND-2025-001663,visual glitch on chrome when viewing polaris board,2025-09-16 09:00:25+00:00,email,incident,bug,pro,11,Medium
ND-2025-001664,explain the difference between admin and editor roles,2025-09-16 10:45:50+00:00,webchat,service_request,how_to_training,standard,6,Low
ND-2025-001665,need vat receipt for last month's subscription,2025-09-16 12:30:10+00:00,in_app,service_request,billing_payments,pro,14,Low
ND-2025-001666,exporting large polaris board results in empty file,2025-09-16 14:15:35+00:00,email,service_request,data_reporting,enterprise,27,Medium
ND-2025-001667,completely locked out of my account help,2025-09-17 08:50:00+00:00,phone,incident,access_permissions,free,4,Urgent
ND-2025-001668,setting up a new connector for google sheets,2025-09-17 10:35:20+00:00,email,service_request,how_to_training,standard,2,Medium
ND-2025-001669,filters broken since the v2 update yesterday,2025-09-17 12:20:45+00:00,webchat,incident,bug,pro,38,High
ND-2025-001670,polaris totals do not equal the sum of widgets,2025-09-17 14:05:05+00:00,in_app,service_request,data_reporting,standard,20,Medium
ND-2025-001671,question about data retention policies for gdpr,2025-09-18 09:10:30+00:00,email,service_request,account_admin,enterprise,50,Low
ND-2025-001672,how to share a polaris board with external client?,2025-09-18 10:55:55+00:00,webchat,service_request,how_to_training,free,5,Medium
ND-2025-001673,stripe webhook failure notifications received,2025-09-18 12:40:15+00:00,email,incident,integrations,pro,16,High
ND-2025-001674,filtering by category in polaris not working,2025-09-18 14:25:40+00:00,in_app,service_request,data_reporting,standard,10,Medium
ND-2025-001675,cannot view polaris widgets on android tablet,2025-09-19 08:45:00+00:00,phone,incident,bug,enterprise,30,Medium
ND-2025-001676,best practice for naming connectors?,2025-09-19 10:30:25+00:00,email,service_request,how_to_training,standard,7,Low
ND-2025-001677,sync is slow and polaris data is old,2025-09-19 12:15:50+00:00,webchat,service_request,data_reporting,pro,25,Medium
ND-2025-001678,duplicate charge on my credit card this month,2025-09-19 14:00:10+00:00,email,service_request,billing_payments,standard,4,High
ND-2025-001679,manager cannot edit the polaris board i created,2025-09-20 09:20:30+00:00,in_app,service_request,data_reporting,standard,12,Medium
ND-2025-001680,docs link for orbit id is broken,2025-09-20 11:05:55+00:00,email,service_request,how_to_training,free,3,Low
ND-2025-001681,font size on polaris widget is too small to read,2025-09-20 13:40:20+00:00,webchat,incident,bug,pro,22,Medium
ND-2025-001682,cannot export widget data to csv,2025-09-21 09:50:40+00:00,email,service_request,data_reporting,enterprise,35,Medium
ND-2025-001683,major lag when switching between polaris boards,2025-09-21 11:35:05+00:00,phone,incident,performance_outage,enterprise,60,Urgent
ND-2025-001684,help setting up the hubspot connector,2025-09-21 14:20:30+00:00,email,service_request,how_to_training,standard,1,Medium
ND-2025-001685,error 404 when clicking on widget details,2025-09-22 08:55:50+00:00,in_app,incident,bug,pro,19,High
ND-2025-001686,widget showing no data for yesterday,2025-09-22 10:40:15+00:00,webchat,service_request,data_reporting,standard,9,Medium
ND-2025-001687,gdpr deletion request for a former employee,2025-09-22 12:25:40+00:00,email,service_request,security_privacy,pro,24,Low
ND-2025-001688,lost my phone need to reset mfa for orbit id,2025-09-22 14:10:00+00:00,phone,incident,access_permissions,standard,5,Urgent
ND-2025-001689,walkthrough needed for the new chart types,2025-09-23 09:30:25+00:00,email,service_request,how_to_training,free,4,Medium
ND-2025-001690,filter logic or vs and is not working on polaris,2025-09-23 11:15:50+00:00,webchat,service_request,data_reporting,enterprise,32,High
ND-2025-001691,visual glitch in the sidebar navigation,2025-09-23 13:00:15+00:00,in_app,incident,bug,standard,13,Medium
ND-2025-001692,hit api rate limit on the shopify connector,2025-09-23 14:45:40+00:00,email,service_request,integrations,enterprise,41,High
ND-2025-001693,enquiry about enterprise pricing for northstar,2025-09-24 08:50:05+00:00,phone,service_request,other,free,0,Low
ND-2025-001694,polaris board mismatch with source data,2025-09-24 10:35:30+00:00,email,service_request,data_reporting,pro,17,Medium
ND-2025-001695,examples of finance widgets for polaris?,2025-09-24 12:20:55+00:00,webchat,service_request,how_to_training,standard,6,Low
ND-2025-001696,safari renders the polaris board incorrectly,2025-09-24 14:05:20+00:00,in_app,incident,bug,enterprise,28,Medium
ND-2025-001697,pdf export is blank,2025-09-25 09:15:45+00:00,email,service_request,data_reporting,standard,11,Medium
ND-2025-001698,adding a new user to the team,2025-09-25 11:00:10+00:00,phone,service_request,account_admin,standard,3,Low
ND-2025-001699,500 internal server error when loading polaris,2025-09-25 12:45:35+00:00,webchat,incident,performance_outage,enterprise,50,Urgent
ND-2025-001700,configuring the xero connector to sync daily,2025-09-25 14:30:00+00:00,email,service_request,how_to_training,pro,8,Medium
ND-2025-001701,missing rows in the customer details widget,2025-09-26 08:40:25+00:00,in_app,service_request,data_reporting,standard,26,High
ND-2025-001702,regression in chart rendering after maintenance,2025-09-26 10:25:50+00:00,email,incident,bug,pro,15,Medium
ND-2025-001703,best practices for dashboard layout?,2025-09-26 12:10:15+00:00,webchat,service_request,how_to_training,free,2,Low
ND-2025-001704,forgot password for orbit id need reset now,2025-09-26 13:55:40+00:00,phone,service_request,access_permissions,standard,7,Urgent
ND-2025-001705,dashboard not updating with latest sales figures,2025-09-27 09:05:05+00:00,email,service_request,data_reporting,enterprise,34,Medium
ND-2025-001706,mobile view of polaris is distorted,2025-09-27 10:50:30+00:00,in_app,incident,bug,standard,12,Medium
ND-2025-001707,setup assistance for salesforce connector,2025-09-27 12:35:55+00:00,webchat,service_request,how_to_training,pro,5,Low
ND-2025-001708,filter not applying to all widgets on polaris board,2025-09-27 14:20:20+00:00,email,service_request,data_reporting,enterprise,21,High
ND-2025-001709,api auth error on custom connector,2025-09-28 09:10:45+00:00,phone,incident,integrations,standard,19,Medium
ND-2025-001710,training resources for new staff on polaris?,2025-09-28 10:55:10+00:00,email,service_request,how_to_training,pro,10,Low
ND-2025-001711,widget title not saving,2025-09-28 12:40:35+00:00,webchat,service_request,data_reporting,standard,14,Medium
ND-2025-001712,app crashes when exporting large report,2025-09-28 14:25:00+00:00,in_app,incident,bug,enterprise,45,High
ND-2025-001713,timezone on polaris board is confusing my team,2025-09-29 08:30:25+00:00,email,service_request,data_reporting,pro,23,Medium
ND-2025-001714,video tutorial for creating widgets?,2025-09-29 10:15:50+00:00,webchat,service_request,how_to_training,free,3,Low
ND-2025-001715,suspicious login reported from unknown ip via orbit id,2025-09-29 12:00:15+00:00,phone,incident,security_privacy,enterprise,55,Urgent
ND-2025-001716,invoice amount is incorrect for this month,2025-09-29 13:45:40+00:00,email,service_request,billing_payments,standard,8,Medium
ND-2025-001717,cannot export to excel from polaris,2025-09-30 09:05:05+00:00,in_app,service_request,data_reporting,enterprise,30,High
ND-2025-001718,clarification on the formula syntax in docs,2025-09-30 10:50:30+00:00,webchat,service_request,how_to_training,pro,6,Low
ND-2025-001719,header is misaligned on the polaris board,2025-09-30 12:35:55+00:00,email,incident,bug,standard,16,Medium
ND-2025-001720,issues inviting a new user to the account,2025-09-30 14:20:20+00:00,phone,service_request,access_permissions,free,4,Low
ND-2025-001721,polaris footer is cutting off text,2025-09-02 16:15:33+00:00,email,incident,bug,standard,11,Low
ND-2025-001722,how do i delete a widget?,2025-09-04 09:20:10+00:00,webchat,service_request,how_to_training,free,2,Medium
ND-2025-001723,data missing from executive summary polaris board,2025-09-06 14:45:50+00:00,in_app,service_request,data_reporting,enterprise,29,High
ND-2025-001724,xero connector completely down,2025-09-08 11:30:25+00:00,email,incident,integrations,pro,40,Urgent
ND-2025-001725,update organization address in settings,2025-09-10 13:10:40+00:00,phone,service_request,account_admin,standard,5,Low
ND-2025-001726,colleague can't view the polaris report i shared,2025-09-12 08:55:15+00:00,webchat,service_request,data_reporting,standard,13,Medium
ND-2025-001727,polaris looks weird on edge browser,2025-09-14 10:40:55+00:00,email,incident,bug,pro,20,Medium
ND-2025-001728,best way to group widgets on polaris?,2025-09-16 12:25:30+00:00,in_app,service_request,how_to_training,standard,8,Low
ND-2025-001729,performance is degraded on polaris today,2025-09-18 15:05:05+00:00,email,incident,performance_outage,enterprise,35,High
ND-2025-001730,filtering error on polaris dashboard,2025-09-20 09:50:45+00:00,webchat,service_request,data_reporting,pro,18,Medium
ND-2025-001731,query about pricing for the next tier,2025-09-22 11:35:20+00:00,phone,service_request,billing_payments,standard,3,Low
ND-2025-001732,need help starting with northstar,2025-09-24 13:20:00+00:00,email,service_request,how_to_training,free,1,Medium
ND-2025-001733,broken link in the help menu,2025-09-26 15:05:35+00:00,in_app,incident,bug,standard,6,Low
ND-2025-001734,polaris refresh is delayed significantly,2025-09-28 10:45:10+00:00,webchat,service_request,data_reporting,enterprise,22,High
ND-2025-001735,setting up sso with azure ad,2025-09-30 12:30:50+00:00,email,service_request,access_permissions,pro,14,Medium
ND-2025-001736,getting an error message when saving widget,2025-09-01 15:40:20+00:00,phone,incident,bug,standard,25,High
ND-2025-001737,help setting up the dashboard,2025-09-03 10:15:55+00:00,webchat,service_request,how_to_training,free,4,Low
ND-2025-001738,export button not working on polaris,2025-09-05 12:00:30+00:00,email,service_request,data_reporting,pro,16,Medium
ND-2025-001739,just testing the chat system,2025-09-07 13:45:05+00:00,in_app,service_request,other,free,0,Low
ND-2025-001740,missing data fields in polaris widget,2025-09-09 09:20:45+00:00,webchat,service_request,data_reporting,enterprise,33,High
ND-2025-001741,reporting a potential vulnerability in orbit id,2025-09-11 11:05:20+00:00,email,incident,security_privacy,pro,50,Urgent
ND-2025-001742,troubleshooting a sync error,2025-09-13 12:50:55+00:00,phone,service_request,how_to_training,standard,9,Medium
ND-2025-001743,weird glitch on the polaris chart,2025-09-15 14:35:30+00:00,in_app,incident,bug,pro,15,Medium
ND-2025-001744,polaris board totals are wrong,2025-09-17 09:10:10+00:00,email,service_request,data_reporting,enterprise,27,High
ND-2025-001745,turn off email notifications,2025-09-19 10:55:45+00:00,webchat,service_request,account_admin,standard,2,Low
