case_id,snapshot_at,created_at,channel,case_type,category,subcategory,priority,sla_target_hours,first_response_time_hours,resolution_time_hours,status,resolution_code,escalated,assigned_team,escalation_team,customer_tenure_months,plan_tier,region_uk,age_band,gender,case_summary,sentiment,csat_score,tags
ND-2025-001432,2026-01-01T00:00:00Z,2025-08-10 09:45:30+00:00,in_app,service_request,how_to_training,documentation_clarification,Low,48.0,50.0,,pending,,false,operations,,2,standard,Scotland,25-34,F,docs on api rate limits are confusing.,Neutral,,docs;api;rate_limit;clarification;help
ND-2025-001433,2026-01-01T00:00:00Z,2025-08-10 14:10:55+00:00,email,incident,integrations,third_party_outage,High,8.0,8.5,,on_hold,,true,engineering,,42,enterprise,London,45-54,M,salesforce seems down affecting our northstar sync.,Negative,,salesforce;outage;sync;connector;down
ND-2025-001434,2026-01-01T00:00:00Z,2025-08-11 08:30:20+00:00,webchat,service_request,account_admin,audit_log_request,Medium,24.0,25.0,,open,,false,operations,,24,pro,South East,35-44,F,need audit logs for user activity last month.,Neutral,,audit_log;admin;activity;security;history
ND-2025-001435,2026-01-01T00:00:00Z,2025-08-11 10:55:40+00:00,email,incident,performance_outage,full_outage,Urgent,4.0,5.0,,open,,true,engineering,,60,enterprise,London,55-64,M,completely unable to access northstar desk getting 502.,Negative,,outage;502_error;down;access;critical
ND-2025-001436,2026-01-01T00:00:00Z,2025-08-11 13:20:15+00:00,phone,service_request,billing_payments,pricing_query,Low,48.0,49.0,,pending,,false,billing,,5,standard,North West,25-34,F,question about pro tier pricing for next renewal.,Neutral,,pricing;pro_tier;inquiry;renewal;billing
ND-2025-001437,2026-01-01T00:00:00Z,2025-08-12 09:05:00+00:00,email,incident,bug,broken_link,Low,48.0,52.0,,new,,false,engineering,,3,free,Wales,35-44,M,link to help center in the footer is broken.,Neutral,,broken_link;help_center;bug;footer;404
ND-2025-001438,2026-01-01T00:00:00Z,2025-08-12 11:45:25+00:00,webchat,service_request,access_permissions,role_assignment,Medium,24.0,28.0,,open,,false,operations,,12,pro,South West,45-54,F,need to change a user role from viewer to editor.,Neutral,,role;permissions;editor;viewer;admin
ND-2025-001439,2026-01-01T00:00:00Z,2025-08-12 15:10:50+00:00,email,incident,data_reporting,delayed_refresh,High,8.0,10.0,,pending,,true,data,,36,enterprise,London,35-44,M,polaris board not refreshing data since yesterday.,Negative,,refresh;delayed;polaris;data;stale
ND-2025-001440,2026-01-01T00:00:00Z,2025-08-13 08:40:10+00:00,in_app,service_request,how_to_training,troubleshooting_steps,Medium,24.0,25.5,,open,,false,operations,,8,standard,East Midlands,25-34,F,steps to debug a failed connector sync?,Neutral,,troubleshooting;connector;sync;debug;help
ND-2025-001441,2026-01-01T00:00:00Z,2025-08-13 10:25:35+00:00,email,incident,security_privacy,vulnerability_disclosure,Urgent,4.0,4.5,,open,,true,security,,55,pro,London,35-44,M,potential xss vulnerability found in the widget title field.,Negative,,vulnerability;security;xss;widget;alert
ND-2025-001442,2026-01-01T00:00:00Z,2025-08-13 12:50:00+00:00,phone,incident,bug,regression_after_update,High,8.0,9.0,,pending,,true,engineering,,20,enterprise,Scotland,45-54,F,update yesterday broke our custom widget layout.,Negative,,regression;update;layout;widget;bug
ND-2025-001443,2026-01-01T00:00:00Z,2025-08-14 09:30:22+00:00,webchat,service_request,other,wrong_number,Low,48.0,1.5,2.0,solved,cancelled,false,operations,,0,free,North East,18-24,M,is this the pizza place?,Neutral,,wrong_number;spam;other;miscellaneous;inquiry
ND-2025-001444,2026-01-01T00:00:00Z,2025-08-14 11:15:45+00:00,email,service_request,billing_payments,refund_request,Medium,24.0,26.0,,open,,false,billing,,6,standard,London,25-34,F,requesting refund for the accidental pro upgrade.,Neutral,,refund;billing;upgrade;accidental;request
ND-2025-001445,2026-01-01T00:00:00Z,2025-08-14 14:40:10+00:00,in_app,incident,performance_outage,login_service_down,Urgent,4.0,6.0,,open,,true,engineering,,45,pro,South East,35-44,M,cannot log in orbit id service unavailable.,Negative,,orbit_id;login;down;503;access
ND-2025-001446,2026-01-01T00:00:00Z,2025-08-15 08:55:30+00:00,email,service_request,account_admin,notification_settings,Low,48.0,50.0,,new,,false,operations,,13,standard,South West,45-54,F,stop sending me so many marketing emails please.,Neutral,,notifications;email_prefs;spam;admin;settings
ND-2025-001447,2026-01-01T00:00:00Z,2025-08-15 10:40:55+00:00,webchat,incident,integrations,timeout_error,High,8.0,9.0,,pending,,false,engineering,,30,pro,London,25-34,M,xero sync timing out after 10 minutes.,Negative,,timeout;xero;connector;sync;error
ND-2025-001448,2026-01-01T00:00:00Z,2025-08-15 13:00:20+00:00,phone,service_request,access_permissions,domain_verification,Medium,24.0,27.5,,open,,false,operations,,18,enterprise,Yorkshire,35-44,F,need help verifying our domain for sso.,Neutral,,domain;verification;sso;orbit_id;setup
ND-2025-001449,2026-01-01T00:00:00Z,2025-08-16 09:10:45+00:00,email,incident,data_reporting,export_issue,Medium,24.0,25.0,,on_hold,,false,data,,9,standard,East of England,55-64,M,csv export formatting is broken all messy.,Negative,,export;csv;formatting;bug;data
ND-2025-001450,2026-01-01T00:00:00Z,2025-08-16 11:35:10+00:00,webchat,service_request,bug,ui_glitch,Low,48.0,51.0,,new,,false,engineering,,2,free,London,18-24,F,button colour looks wrong on the settings page.,Neutral,,ui;glitch;color;settings;bug
ND-2025-001451,2026-01-01T00:00:00Z,2025-08-17 08:25:30+00:00,email,incident,performance_outage,latency_spike,Urgent,4.0,5.8,,open,,true,engineering,,38,pro,North West,35-44,M,very high latency on the main dashboard right now.,Negative,,latency;slow;dashboard;performance;urgent
ND-2025-001452,2026-01-01T00:00:00Z,2025-08-17 10:50:55+00:00,in_app,service_request,billing_payments,credit_card,High,8.0,10.0,,pending,,false,billing,,15,standard,Wales,25-34,F,update credit card info failing.,Negative,,credit_card;update;billing;failed;error
ND-2025-001453,2026-01-01T00:00:00Z,2025-08-18 09:00:20+00:00,email,incident,integrations,json,Medium,24.0,26.0,,open,,false,engineering,,22,pro,South East,45-54,M,json parsing error from the api connector.,Neutral,,json;error;api;connector;parsing
ND-2025-001454,2026-01-01T00:00:00Z,2025-08-18 11:15:45+00:00,webchat,service_request,how_to_training,configuration,Low,48.0,49.0,,new,,false,operations,,4,standard,London,25-34,F,configuring the new polaris widget need help.,Neutral,,configuration;polaris;widget;setup;help
ND-2025-001455,2026-01-01T00:00:00Z,2025-08-18 14:30:10+00:00,phone,incident,access_permissions,mfa_reset,Urgent,4.0,6.5,,open,,true,security,,50,enterprise,Scotland,35-44,M,lost phone need 2fa reset for admin account.,Neutral,,2fa;mfa;reset;admin;access
ND-2025-001456,2026-01-01T00:00:00Z,2025-08-19 08:45:35+00:00,email,incident,bug,app_crash,High,8.0,9.5,,pending,,false,engineering,,28,pro,North East,45-54,F,northstar app crashes when i click export.,Negative,,app;crash;mobile;export;bug
ND-2025-001457,2026-01-01T00:00:00Z,2025-08-19 10:20:00+00:00,webchat,service_request,data_reporting,chart,Medium,24.0,25.5,,open,,false,data,,11,standard,Yorkshire,25-34,M,chart not displaying the correct currency symbol.,Neutral,,chart;currency;symbol;polaris;display
ND-2025-001458,2026-01-01T00:00:00Z,2025-08-19 13:55:25+00:00,email,incident,performance_outage,spinner,Urgent,4.0,5.0,,open,,true,engineering,,60,enterprise,London,55-64,F,just seeing a spinner when i load the board.,Negative,,spinner;loading;polaris;board;stuck
ND-2025-001459,2026-01-01T00:00:00Z,2025-08-20 09:10:50+00:00,in_app,service_request,account_admin,data_retention,Low,48.0,52.0,,new,,false,operations,,7,standard,West Midlands,35-44,M,what is the data retention policy for closed accounts?,Neutral,,retention;policy;data;account;closure
ND-2025-001460,2026-01-01T00:00:00Z,2025-08-20 11:40:15+00:00,email,incident,integrations,oauth_token_issue,High,8.0,9.0,,pending,,false,engineering,,35,pro,South West,25-34,F,oauth token for salesforce keeps expiring.,Negative,,oauth;token;salesforce;connector;expiry
ND-2025-001461,2026-01-01T00:00:00Z,2025-08-20 14:15:40+00:00,webchat,service_request,other,partnership_request,Low,48.0,50.0,,new,,false,operations,,0,free,London,45-54,M,we would like to partner with northstar desk.,Positive,,partnership;sales;inquiry;business;proposal
ND-2025-001462,2026-01-01T00:00:00Z,2025-08-21 08:30:00+00:00,phone,incident,security_privacy,session_timeout,Medium,24.0,26.0,,open,,false,security,,14,standard,East Midlands,35-44,F,session timing out too quickly during work.,Negative,,session;timeout;login;security;usability
ND-2025-001463,2026-01-01T00:00:00Z,2025-08-21 10:55:25+00:00,email,incident,bug,screen_freeze,High,8.0,10.0,,pending,,true,engineering,,40,enterprise,London,25-34,M,screen freezes when dragging widgets on polaris.,Negative,,screen_freeze;widget;polaris;drag;bug
ND-2025-001464,2026-01-01T00:00:00Z,2025-08-21 13:20:50+00:00,webchat,service_request,billing_payments,subscription,Low,48.0,49.5,,open,,false,billing,,5,standard,North West,55-64,F,query about subscription renewal date.,Neutral,,subscription;renewal;date;billing;query
ND-2025-001465,2026-01-01T00:00:00Z,2025-08-22 09:05:15+00:00,email,incident,data_reporting,visualization,Medium,24.0,25.0,,on_hold,,false,data,,26,pro,South East,35-44,M,visualization looks broken on the new report.,Negative,,visualization;report;broken;bug;polaris
ND-2025-001466,2026-01-01T00:00:00Z,2025-08-22 11:30:40+00:00,in_app,service_request,how_to_training,video_tutorial,Low,48.0,51.0,,new,,false,operations,,1,free,Northern Ireland,18-24,F,do you have a video tutorial for beginners?,Neutral,,video_tutorial;training;help;onboarding;learn
ND-2025-001467,2026-01-01T00:00:00Z,2025-08-22 14:45:00+00:00,email,incident,performance_outage,crash,Urgent,4.0,5.5,,open,,true,engineering,,55,enterprise,London,45-54,M,engine failure message then crash.,Negative,,engine_failure;crash;critical;error;down
ND-2025-001468,2026-01-01T00:00:00Z,2025-08-23 08:20:25+00:00,webchat,service_request,access_permissions,invite,Medium,24.0,27.0,,pending,,false,operations,,12,standard,Wales,25-34,F,invite link for new user expired.,Neutral,,invite;user;link;expired;access
ND-2025-001469,2026-01-01T00:00:00Z,2025-08-23 10:55:50+00:00,phone,incident,integrations,rest_api,High,8.0,9.5,,open,,false,engineering,,32,pro,South West,35-44,M,rest api returning invalid json.,Negative,,rest_api;json;invalid;error;connector
ND-2025-001470,2026-01-01T00:00:00Z,2025-08-23 13:10:15+00:00,email,service_request,billing_payments,dunning,Medium,24.0,26.0,,open,,false,billing,,8,standard,Scotland,45-54,F,received a dunning email but we paid yesterday.,Negative,,dunning;payment;email;billing;error
ND-2025-001471,2026-01-01T00:00:00Z,2025-08-24 09:40:30+00:00,webchat,incident,bug,v2_update,High,8.0,8.5,,pending,,true,engineering,,48,enterprise,London,25-34,M,v2 update broke our custom css injection.,Negative,,v2_update;css;custom;break;bug
ND-2025-001472,2026-01-01T00:00:00Z,2025-08-24 12:05:55+00:00,email,service_request,data_reporting,kpi,Low,48.0,49.0,,new,,false,data,,3,free,East of England,18-24,F,how to define custom kpis in polaris?,Neutral,,kpi;custom;polaris;setup;how_to
ND-2025-001473,2026-01-01T00:00:00Z,2025-08-25 08:30:20+00:00,in_app,incident,performance_outage,status_page,Urgent,4.0,5.2,,open,,true,engineering,,36,pro,London,35-44,M,status page says operational but we are down.,Negative,,status_page;down;outage;discrepancy;urgent
ND-2025-001474,2026-01-01T00:00:00Z,2025-08-25 11:00:45+00:00,webchat,service_request,access_permissions,google_auth,Medium,24.0,25.5,,pending,,false,operations,,17,standard,North West,45-54,F,google auth integration not showing up.,Neutral,,google_auth;integration;sso;missing;setup
ND-2025-001475,2026-01-01T00:00:00Z,2025-08-25 13:45:10+00:00,email,incident,integrations,hubspot,High,8.0,9.0,,open,,false,engineering,,25,pro,Yorkshire,25-34,M,hubspot contacts not syncing to northstar.,Negative,,hubspot;sync;contacts;connector;error
ND-2025-001476,2026-01-01T00:00:00Z,2025-08-26 09:15:35+00:00,phone,service_request,account_admin,email_prefs,Low,48.0,50.5,,new,,false,operations,,6,standard,South East,55-64,F,update email preferences for billing contact.,Neutral,,email_prefs;billing;contact;update;admin
ND-2025-001477,2026-01-01T00:00:00Z,2025-08-26 11:40:00+00:00,email,incident,bug,safari,Medium,24.0,26.5,,open,,false,engineering,,19,pro,London,35-44,M,safari browser showing blank page on login.,Negative,,safari;browser;blank;login;bug
ND-2025-001478,2026-01-01T00:00:00Z,2025-08-26 14:10:25+00:00,webchat,service_request,data_reporting,pdf,Low,48.0,49.0,,pending,,false,data,,10,standard,West Midlands,25-34,F,pdf report layout is different from screen.,Neutral,,pdf;report;layout;data;export
ND-2025-001479,2026-01-01T00:00:00Z,2025-08-27 08:50:50+00:00,email,incident,performance_outage,timeout,Urgent,4.0,5.5,,open,,true,engineering,,50,enterprise,Scotland,45-54,M,gateway timeout 504 on all api requests.,Negative,,timeout;504_error;api;gateway;urgent
ND-2025-001480,2026-01-01T00:00:00Z,2025-08-27 11:20:15+00:00,in_app,service_request,billing_payments,upgrade,Medium,24.0,25.0,,on_hold,,false,billing,,2,free,London,18-24,F,want to upgrade to pro for the summer deal.,Positive,,upgrade;pro_tier;sales;subscription;billing
ND-2025-001481,2026-01-01T00:00:00Z,2025-08-27 13:55:40+00:00,webchat,incident,security_privacy,penetration_test,High,8.0,9.2,,open,,true,security,,60,enterprise,South West,35-44,M,our pen test found a weak cipher suite.,Neutral,,penetration_test;security;cipher;compliance;report
ND-2025-001482,2026-01-01T00:00:00Z,2025-08-28 09:10:00+00:00,email,service_request,how_to_training,walkthrough,Low,48.0,51.5,,new,,false,operations,,5,standard,East Midlands,25-34,F,is there a walkthrough for the new connector wizard?,Neutral,,walkthrough;connector;wizard;help;training
ND-2025-001483,2026-01-01T00:00:00Z,2025-08-28 11:35:25+00:00,phone,incident,integrations,sync,Medium,24.0,27.0,,pending,,false,engineering,,28,pro,London,45-54,M,sync is stuck at 99% for hours.,Negative,,sync;stuck;connector;loading;error
ND-2025-001484,2026-01-01T00:00:00Z,2025-08-28 14:00:50+00:00,email,service_request,other,inquiry,Low,48.0,2.5,4.0,solved,answered,false,operations,,0,free,North East,35-44,F,do you offer non-profit discounts?,Neutral,,inquiry;sales;discount;pricing;other
ND-2025-001485,2026-01-01T00:00:00Z,2025-08-29 08:45:15+00:00,webchat,incident,bug,chrome,High,8.0,9.5,,open,,true,engineering,,42,enterprise,London,25-34,M,chrome specific crash when editing widgets.,Negative,,chrome;crash;widget;edit;bug
ND-2025-001486,2026-01-01T00:00:00Z,2025-08-29 10:30:40+00:00,in_app,service_request,data_reporting,filter,Medium,24.0,26.0,,pending,,false,data,,16,standard,Wales,55-64,F,need a filter for customer lifetime value.,Neutral,,filter;kpi;customer;report;setup
ND-2025-001487,2026-01-01T00:00:00Z,2025-08-29 13:15:00+00:00,email,incident,performance_outage,uptime,Urgent,4.0,5.0,,open,,true,engineering,,58,enterprise,South East,35-44,M,uptime dropped below sla this month.,Negative,,uptime;sla;performance;outage;report
ND-2025-001488,2026-01-01T00:00:00Z,2025-08-30 09:20:25+00:00,webchat,service_request,billing_payments,seat_limit,Low,48.0,49.0,,open,,false,billing,,8,standard,North West,25-34,F,hit seat limit need to add more.,Neutral,,seat_limit;add_user;billing;upgrade;subscription
ND-2025-001489,2026-01-01T00:00:00Z,2025-08-30 11:45:50+00:00,phone,incident,access_permissions,locked_out,High,8.0,9.0,,pending,,false,security,,24,pro,London,45-54,M,locked out of orbit id after too many attempts.,Negative,,locked_out;orbit_id;security;reset;login
ND-2025-001490,2026-01-01T00:00:00Z,2025-08-30 14:30:15+00:00,email,incident,integrations,api,Medium,24.0,25.5,,open,,false,engineering,,20,standard,Yorkshire,35-44,F,api returning 500 error on valid request.,Negative,,api;500_error;connector;bug;request
ND-2025-001491,2026-01-01T00:00:00Z,2025-08-31 08:55:40+00:00,webchat,service_request,account_admin,closure,Low,48.0,51.0,,new,,false,operations,,3,free,East of England,18-24,M,close my account please.,Neutral,,closure;account;admin;cancel;terminate
ND-2025-001492,2026-01-01T00:00:00Z,2025-08-31 11:20:00+00:00,email,incident,bug,error,Medium,24.0,27.0,,open,,false,engineering,,15,pro,London,25-34,F,generic error message when saving report.,Negative,,error;save;report;bug;message
ND-2025-001493,2026-01-01T00:00:00Z,2025-08-01 15:00:00+00:00,email,incident,bug,ui_glitch,Low,48.0,50.0,,new,,false,engineering,,12,standard,South West,35-44,M,the font looks weird.,Neutral,,ui;glitch;font;cosmetic;bug
ND-2025-001494,2026-01-01T00:00:00Z,2025-08-02 16:20:00+00:00,webchat,service_request,access_permissions,password_reset,Medium,24.0,26.0,,open,,false,operations,,5,pro,London,45-54,F,reset password link not working.,Negative,,password;reset;link;broken;access
ND-2025-001495,2026-01-01T00:00:00Z,2025-08-03 09:40:00+00:00,phone,incident,performance_outage,slow,High,8.0,9.5,,pending,,false,engineering,,30,enterprise,Scotland,25-34,M,slow loading times on report page.,Negative,,slow;latency;report;performance;loading
ND-2025-001496,2026-01-01T00:00:00Z,2025-08-04 12:15:00+00:00,email,service_request,billing_payments,invoice,Low,48.0,49.5,,open,,false,billing,,4,standard,North West,35-44,F,where is my august invoice?,Neutral,,invoice;missing;billing;document;inquiry
ND-2025-001497,2026-01-01T00:00:00Z,2025-08-05 14:50:00+00:00,in_app,incident,integrations,connector,Medium,24.0,25.5,,new,,false,engineering,,18,pro,London,25-34,M,connector says connected but no data.,Negative,,connector;data;missing;sync;error
ND-2025-001498,2026-01-01T00:00:00Z,2025-08-06 10:10:00+00:00,email,service_request,how_to_training,help_center,Low,48.0,51.0,,open,,false,operations,,2,free,Wales,18-24,F,cannot find the help article on widgets.,Neutral,,help_center;widget;docs;search;missing
